"key","English (en)","Spanish (es)","Status"
"quantumroot.toast.previewActive","Quantumroot mainnet preview is active until activation.","La vista previa de Quantumroot en Mainnet está activa hasta la activación.","translated"
"quantumroot.toast.reconfigured","Quantumroot vault reconfigured.","Bóveda Quantumroot reconfigurada.","translated"
"quantumroot.toast.spendBroadcast","Quantumroot spend broadcast: {txid}","Gasto de Quantumroot transmitido: {txid}","translated"
"quantumroot.toast.spendFailed","Quantumroot spend failed: {message}","Falló el gasto de Quantumroot: {message}","translated"
"quantumroot.toast.sweepBroadcast","Quantumroot sweep broadcast: {txid}","Barrido de Quantumroot transmitido: {txid}","translated"
"quantumroot.toast.sweepFailed","Quantumroot sweep failed: {message}","Falló el barrido de Quantumroot: {message}","translated"
"quantumroot.toast.unavailable","Quantumroot vault unavailable.","La bóveda Quantumroot no está disponible.","translated"
"quantumroot.trackedBalance","Tracked Balance","Saldo seguido","translated"
"quantumroot.vaultNumber","Vault #{id}","Bóveda #{id}","translated"
"quantumroot.vaults","Vaults","Bóvedas","translated"
"quantumroot.workspaceRefreshFailed","Workspace Refresh Failed","Falló la actualización del espacio","translated"
"receive.addressesNotReady","Receive addresses not ready","Las direcciones de recepción no están listas","translated"
"receive.amountBch","Amount (BCH)","Importe (BCH)","translated"
"receive.back","Back","Atrás","translated"
"receive.bip21Active","Request details are active and the QR is now encoding the BIP21 URI.","Los detalles están activos y el QR ahora codifica la URI BIP21.","translated"
"receive.bip21Description","Encode amount, label, and message into the QR payload.","Codifica el importe, la etiqueta y el mensaje en la carga QR.","translated"
"receive.bip21Help","When enabled, the QR and copied payload use a BIP21-style `bitcoincash:` URI so compatible wallets can autofill request details.","Al activarlo, el QR y la carga copiada usan una URI de tipo BIP21 para que las billeteras compatibles completen los datos automáticamente.","translated"
"receive.bip21Title","BIP21 payment request","Solicitud de pago BIP21","translated"
"receive.cashToken","CashToken","CashToken","stable-term"
"receive.change","Change","Cambio","translated"
"receive.changeAddressCount","{count} change addresses","{count} direcciones de cambio","translated"
"receive.clear","Clear","Borrar","translated"
"receive.close","Close","Cerrar","translated"
"receive.copied","Copied to clipboard!","¡Copiado al portapapeles!","translated"
"receive.copyBip21","Copy BIP21 URI","Copiar URI BIP21","translated"
"receive.copyFailed","Failed to copy.","No se pudo copiar.","translated"
"receive.copyQrPayload","Copy receive QR payload","Copiar carga QR de recepción","translated"
"receive.dismiss","Dismiss","Descartar","translated"
"receive.dismissUnlockAlert","Dismiss unlock alert","Descartar alerta de desbloqueo","translated"
"receive.label","Label","Etiqueta","translated"
"receive.main","Main","Principal","translated"
"receive.mainAddressCount","{count} main addresses","{count} direcciones principales","translated"
"receive.message","Message","Mensaje","stable-term"
"receive.noAddressesLoaded","This wallet does not have receive addresses loaded yet.","Esta billetera aún no tiene direcciones de recepción cargadas.","translated"
"receive.noBranchAddresses","No addresses found in this branch yet.","Aún no se encontraron direcciones en esta rama.","translated"
"receive.noVaultFunds","No Quantumroot vault funds detected yet.","Aún no se encontraron fondos en la bóveda Quantumroot.","translated"
"receive.openQrPreview","Open larger QR code preview","Abrir vista previa grande del código QR","translated"
"receive.optional","Optional","Opcional","translated"
"receive.optionalExample","Optional, e.g. 0.0105","Opcional, p. ej. 0.0105","translated"
"receive.prepareAddresses","Prepare receive addresses","Preparar direcciones de recepción","translated"
"receive.prepareAddressesDescription","Prepare addresses to show your receive QR and address list.","Prepara las direcciones para mostrar tu QR y tu lista de recepción.","translated"
"receive.privKeyReady","Private key view unlocked","Vista de clave privada desbloqueada","translated"
"receive.privKeyUnlock","Private key unlock in {count} taps","Desbloqueo de la clave privada en {count} toques","translated"
"receive.pubKeyTapProgress","PubKey pressed {count}/{total} times","PubKey presionado {count}/{total} veces","translated"
"receive.qrCopyDescription","Tap the QR to copy the current payload. Close to return.","Toca el QR para copiar la carga actual. Cierra para volver.","translated"
"receive.quantumLock","Quantum Lock","Bloqueo cuántico","stable-term"
"receive.quantumLockAddress","Quantum Lock Address","Dirección de bloqueo cuántico","translated"
"receive.quantumrootStatus","Quantumroot Status","Estado de Quantumroot","translated"
"receive.readOnlyStatus","This view is read-only. It shows vault status and key receive data, but no spending or recovery actions.","Esta vista es de solo lectura. Muestra el estado de la bóveda y los datos de recepción, pero no permite gastar ni recuperar fondos.","translated"
"receive.receiveAddress","Receive Address","Dirección de recepción","translated"
"receive.receiveBalance","Receive Balance","Saldo de recepción","translated"
"receive.receiveQr","Receive QR","QR de recepción","translated"
"receive.regular","Regular","Normal","translated"
"receive.seeAllAddresses","See all addresses","Ver todas las direcciones","translated"
"receive.switch","Switch","Cambiar","translated"
"receive.switchAddress","Switch address","Cambiar dirección","translated"
"receive.syncing","Syncing…","Sincronizando…","translated"
"receive.tapPubKey","Tap PubKey to reveal the private key view.","Toca PubKey para mostrar la vista de clave privada.","translated"
"receive.title","Receive","Recibir","translated"
"receive.toggleAddressType","Toggle receive address type","Cambiar tipo de dirección de recepción","translated"
"receive.unavailable","Unavailable","No disponible","translated"
"reconfiguration.changingPath","Changing derivation path","Cambiando la ruta de derivación","translated"
"reconfiguration.clearing","Clearing old wallet data","Borrando datos antiguos de la billetera","translated"
"reconfiguration.clearingDetail","Removing the previous address, history, and UTXO records.","Eliminando la dirección, el historial y los registros UTXO anteriores.","translated"
"reconfiguration.deriving","Generating wallet addresses","Generando direcciones de la billetera","translated"
"reconfiguration.derivingDetail","Creating the receive and change addresses for this wallet path.","Creando las direcciones de recepción y cambio para esta ruta.","translated"
"reconfiguration.dismiss","Dismiss","Descartar","translated"
"reconfiguration.failed","Wallet update failed","Falló la actualización de la billetera","translated"
"reconfiguration.failedDetail","The wallet could not be reconfigured.","No se pudo reconfigurar la billetera.","translated"
"reconfiguration.keepOpen","Please keep OPTN Wallet open. Navigation is temporarily disabled while wallet data is rebuilt.","Mantén OPTN Wallet abierta. La navegación está temporalmente desactivada mientras se reconstruyen los datos de la billetera.","translated"
"reconfiguration.movingTo","Moving to {network}","Cambiando a {network}","translated"
"reconfiguration.preparing","Preparing wallet","Preparando la billetera","translated"
"reconfiguration.preparingDetail","Stopping background sync and reconnecting to the selected network.","Deteniendo la sincronización en segundo plano y reconectando a la red seleccionada.","translated"
"reconfiguration.progress","Wallet update progress","Progreso de actualización de la billetera","translated"
"reconfiguration.reloading","Reloading wallet","Recargando la billetera","translated"
"reconfiguration.stepOf","Step {current} of {total}","Paso {current} de {total}","translated"
"reconfiguration.switchingNetwork","Switching network","Cambiando de red","translated"
"reconfiguration.syncing","Synchronizing wallet","Sincronizando la billetera","translated"
"reconfiguration.syncingDetail","Fetching balances, UTXOs, and transaction history. This can take 15–20 seconds.","Obteniendo saldos, UTXO e historial de transacciones. Puede tardar entre 15 y 20 segundos.","translated"
"reconfiguration.updating","Updating wallet","Actualizando la billetera","translated"
"reconfiguration.working","Working…","Trabajando…","translated"
"recovery.hide","Hide Backup Phrase","Ocultar frase de respaldo","translated"
"recovery.reveal","Reveal Backup Phrase","Mostrar frase de respaldo","translated"
"recovery.warning","Warning","Advertencia","translated"
"recovery.warningDescription","Displaying your mnemonic backup phrase can compromise your funds. Ensure you keep it secure.","Mostrar tu frase mnemónica de respaldo puede poner tus fondos en riesgo. Guárdala de forma segura.","translated"
"rpa.confirmedPayment","confirmed stealth payment","pago oculto confirmado","translated"
"rpa.confirmedPayments","{count} confirmed stealth payment(s) found","Se encontraron {count} pagos ocultos confirmados","translated"
"rpa.copyFailed","Copy failed.","No se pudo copiar.","translated"
"rpa.copySuccess","Paycode copied!","¡Código de pago copiado!","translated"
"rpa.derivationFailed","Paycode derivation failed. Unlock your wallet and try again.","No se pudo derivar el código de pago. Desbloquea la billetera e inténtalo de nuevo.","translated"
"rpa.derivationPaths","Derivation paths","Rutas de derivación","translated"
"rpa.deriving","Deriving paycode…","Derivando código de pago…","translated"
"rpa.found","found","encontrado","translated"
"rpa.howWorks","How it works","Cómo funciona","translated"
"rpa.lastScanned","Last scanned","Último escaneo","translated"
"rpa.noNotification","No notification tx.","Sin tx de notificación.","translated"
"rpa.noNotificationText","The sender grinds their signature nonce until the input hash prefix matches your scan key — detectability is embedded in the signature itself.","El remitente busca un nonce de firma hasta que el prefijo del hash de entrada coincide con tu clave de escaneo; la detección está integrada en la firma.","translated"
