"key","English (en)","Japanese (ja)","Status"
"receive.message","Message","メッセージ","stable-term"
"receive.noAddressesLoaded","This wallet does not have receive addresses loaded yet.","このウォレットには受取アドレスがまだ読み込まれていません。","translated"
"receive.noBranchAddresses","No addresses found in this branch yet.","このブランチにアドレスが見つかりません。","translated"
"receive.noVaultFunds","No Quantumroot vault funds detected yet.","Quantumroot 保管庫の資金はまだ検出されていません。","translated"
"receive.openQrPreview","Open larger QR code preview","大きな QR プレビューを開く","translated"
"receive.optional","Optional","任意","translated"
"receive.optionalExample","Optional, e.g. 0.0105","任意、例：0.0105","translated"
"receive.prepareAddresses","Prepare receive addresses","受取アドレスを準備","translated"
"receive.prepareAddressesDescription","Prepare addresses to show your receive QR and address list.","受取 QR とアドレス一覧を表示するためのアドレスを準備します。","translated"
"receive.privKeyReady","Private key view unlocked","秘密鍵表示のロックを解除しました","translated"
"receive.privKeyUnlock","Private key unlock in {count} taps","{count} 回タップすると秘密鍵の表示を解除","translated"
"receive.pubKeyTapProgress","PubKey pressed {count}/{total} times","PubKey のタップ {count}/{total} 回","translated"
"receive.qrCopyDescription","Tap the QR to copy the current payload. Close to return.","QR をタップして現在の payload をコピーします。閉じると戻ります。","translated"
"receive.quantumLock","Quantum Lock","Quantum Lock","stable-term"
"receive.quantumLockAddress","Quantum Lock Address","Quantum Lock アドレス","translated"
"receive.quantumrootStatus","Quantumroot Status","Quantumroot の状態","translated"
"receive.readOnlyStatus","This view is read-only. It shows vault status and key receive data, but no spending or recovery actions.","この画面は読み取り専用です。保管庫の状態と受取データを表示しますが、支出や復元の操作はありません。","translated"
"receive.receiveAddress","Receive Address","受取アドレス","translated"
"receive.receiveBalance","Receive Balance","受取残高","translated"
"receive.receiveQr","Receive QR","受取 QR","translated"
"receive.regular","Regular","通常","translated"
"receive.seeAllAddresses","See all addresses","すべてのアドレスを見る","translated"
"receive.switch","Switch","切り替え","translated"
"receive.switchAddress","Switch address","アドレスを切り替え","translated"
"receive.syncing","Syncing…","同期中…","translated"
"receive.tapPubKey","Tap PubKey to reveal the private key view.","秘密鍵表示を開くには PubKey をタップしてください。","translated"
"receive.title","Receive","受け取る","translated"
"receive.toggleAddressType","Toggle receive address type","受取アドレスの種類を切り替え","translated"
"receive.unavailable","Unavailable","利用できません","translated"
"reconfiguration.changingPath","Changing derivation path","導出パスを変更中","translated"
"reconfiguration.clearing","Clearing old wallet data","古いウォレットデータを消去中","translated"
"reconfiguration.clearingDetail","Removing the previous address, history, and UTXO records.","以前のアドレス、履歴、UTXO レコードを削除しています。","translated"
"reconfiguration.deriving","Generating wallet addresses","ウォレットアドレスを生成中","translated"
"reconfiguration.derivingDetail","Creating the receive and change addresses for this wallet path.","このウォレットパスの受取アドレスとおつりアドレスを作成しています。","translated"
"reconfiguration.dismiss","Dismiss","閉じる","translated"
"reconfiguration.failed","Wallet update failed","ウォレットの更新に失敗しました","translated"
"reconfiguration.failedDetail","The wallet could not be reconfigured.","ウォレットを再構成できませんでした。","translated"
"reconfiguration.keepOpen","Please keep OPTN Wallet open. Navigation is temporarily disabled while wallet data is rebuilt.","OPTN Wallet を開いたままにしてください。ウォレットデータの再構築中はナビゲーションが一時的に無効になります。","translated"
"reconfiguration.movingTo","Moving to {network}","{network} に移動中","translated"
"reconfiguration.preparing","Preparing wallet","ウォレットを準備中","translated"
"reconfiguration.preparingDetail","Stopping background sync and reconnecting to the selected network.","バックグラウンド同期を停止し、選択したネットワークに再接続しています。","translated"
"reconfiguration.progress","Wallet update progress","ウォレット更新の進行状況","translated"
"reconfiguration.reloading","Reloading wallet","ウォレットを再読み込み中","translated"
"reconfiguration.stepOf","Step {current} of {total}","{total} 段階中 {current} 段階","translated"
"reconfiguration.switchingNetwork","Switching network","ネットワークを切り替え中","translated"
"reconfiguration.syncing","Synchronizing wallet","ウォレットを同期中","translated"
"reconfiguration.syncingDetail","Fetching balances, UTXOs, and transaction history. This can take 15–20 seconds.","残高、UTXO、取引履歴を取得しています。15～20 秒かかることがあります。","translated"
"reconfiguration.updating","Updating wallet","ウォレットを更新中","translated"
"reconfiguration.working","Working…","処理中…","translated"
"recovery.hide","Hide Backup Phrase","バックアップフレーズを隠す","translated"
"recovery.reveal","Reveal Backup Phrase","バックアップフレーズを表示","translated"
"recovery.warning","Warning","警告","translated"
"recovery.warningDescription","Displaying your mnemonic backup phrase can compromise your funds. Ensure you keep it secure.","ニーモニックのバックアップフレーズを表示すると資金が危険にさらされる可能性があります。安全に保管してください。","translated"
"rpa.confirmedPayment","confirmed stealth payment","確認済みステルス支払い","translated"
"rpa.confirmedPayments","{count} confirmed stealth payment(s) found","確認済みステルス支払い {count} 件が見つかりました","translated"
"rpa.copyFailed","Copy failed.","コピーに失敗しました。","translated"
"rpa.copySuccess","Paycode copied!","Paycode をコピーしました！","translated"
"rpa.derivationFailed","Paycode derivation failed. Unlock your wallet and try again.","Paycode の導出に失敗しました。ウォレットのロックを解除してもう一度お試しください。","translated"
"rpa.derivationPaths","Derivation paths","導出パス","translated"
"rpa.deriving","Deriving paycode…","Paycode を導出中…","translated"
"rpa.found","found","見つかりました","translated"
"rpa.howWorks","How it works","仕組み","translated"
"rpa.lastScanned","Last scanned","最終スキャン","translated"
"rpa.noNotification","No notification tx.","通知トランザクションはありません。","translated"
"rpa.noNotificationText","The sender grinds their signature nonce until the input hash prefix matches your scan key — detectability is embedded in the signature itself.","送信者は入力ハッシュのプレフィックスがスキャンキーと一致するまで署名 nonce を変化させます。検出可能性は署名自体に組み込まれています。","translated"
"rpa.paycode","Paycode","Paycode","stable-term"
"rpa.prefixFilter","Prefix filter","プレフィックスフィルター","translated"
"rpa.scanDescription","Scans a Fulcrum-RPA server for transactions whose input signature prefix matches your scan key. Uses ECDH to verify each candidate and detect your stealth outputs.","入力署名プレフィックスがスキャンキーと一致するトランザクションを Fulcrum-RPA サーバーから検索します。ECDH で候補を検証し、ステルス出力を検出します。","translated"
"rpa.scanKey","Scan key","スキャンキー","translated"
"rpa.scanning","Scanning…","スキャン中…","translated"
"rpa.serverUnsupported","This server does not support RPA scanning.","このサーバーは RPA スキャンをサポートしていません。","translated"
"rpa.shareDescription","Share this paycode with senders. Each payment creates a unique stealth address — no link between payments on-chain.","この Paycode を送信者と共有します。支払いごとに固有のステルスアドレスが作られ、チェーン上で支払い同士はリンクされません。","translated"
