"key","English (en)","Korean (ko)","Status"
"receive.back","Back","뒤로","translated"
"receive.bip21Active","Request details are active and the QR is now encoding the BIP21 URI.","요청 정보가 활성화되었으며 QR이 이제 BIP21 URI를 인코딩합니다.","translated"
"receive.bip21Description","Encode amount, label, and message into the QR payload.","금액, 라벨, 메시지를 QR payload에 인코딩합니다.","translated"
"receive.bip21Help","When enabled, the QR and copied payload use a BIP21-style `bitcoincash:` URI so compatible wallets can autofill request details.","활성화하면 QR과 복사된 payload가 BIP21 형식의 `bitcoincash:` URI를 사용하여 호환 지갑에서 요청 정보를 자동 입력할 수 있습니다.","translated"
"receive.bip21Title","BIP21 payment request","BIP21 결제 요청","translated"
"receive.cashToken","CashToken","CashToken","stable-term"
"receive.change","Change","잔돈","translated"
"receive.changeAddressCount","{count} change addresses","잔돈 주소 {count}개","translated"
"receive.clear","Clear","지우기","translated"
"receive.close","Close","닫기","translated"
"receive.copied","Copied to clipboard!","클립보드에 복사했습니다!","translated"
"receive.copyBip21","Copy BIP21 URI","BIP21 URI 복사","translated"
"receive.copyFailed","Failed to copy.","복사하지 못했습니다.","translated"
"receive.copyQrPayload","Copy receive QR payload","수신 QR payload 복사","translated"
"receive.dismiss","Dismiss","닫기","translated"
"receive.dismissUnlockAlert","Dismiss unlock alert","잠금 해제 알림 닫기","translated"
"receive.label","Label","라벨","translated"
"receive.main","Main","기본","translated"
"receive.mainAddressCount","{count} main addresses","기본 주소 {count}개","translated"
"receive.message","Message","메시지","stable-term"
"receive.noAddressesLoaded","This wallet does not have receive addresses loaded yet.","이 지갑에는 아직 수신 주소가 로드되지 않았습니다.","translated"
"receive.noBranchAddresses","No addresses found in this branch yet.","이 브랜치에서 주소를 찾지 못했습니다.","translated"
"receive.noVaultFunds","No Quantumroot vault funds detected yet.","아직 Quantumroot 볼트 자금이 감지되지 않았습니다.","translated"
"receive.openQrPreview","Open larger QR code preview","큰 QR 미리보기 열기","translated"
"receive.optional","Optional","선택 사항","translated"
"receive.optionalExample","Optional, e.g. 0.0105","선택 사항, 예: 0.0105","translated"
"receive.prepareAddresses","Prepare receive addresses","수신 주소 준비","translated"
"receive.prepareAddressesDescription","Prepare addresses to show your receive QR and address list.","수신 QR과 주소 목록을 표시할 주소를 준비합니다.","translated"
"receive.privKeyReady","Private key view unlocked","개인 키 보기 잠금 해제됨","translated"
"receive.privKeyUnlock","Private key unlock in {count} taps","{count}번 탭하면 개인 키 잠금 해제","translated"
"receive.pubKeyTapProgress","PubKey pressed {count}/{total} times","PubKey 누름 {count}/{total}회","translated"
"receive.qrCopyDescription","Tap the QR to copy the current payload. Close to return.","현재 payload를 복사하려면 QR을 탭하세요. 닫으면 돌아갑니다.","translated"
"receive.quantumLock","Quantum Lock","Quantum Lock","stable-term"
"receive.quantumLockAddress","Quantum Lock Address","Quantum Lock 주소","translated"
"receive.quantumrootStatus","Quantumroot Status","Quantumroot 상태","translated"
"receive.readOnlyStatus","This view is read-only. It shows vault status and key receive data, but no spending or recovery actions.","이 화면은 읽기 전용입니다. 볼트 상태와 수신 데이터를 표시하지만 지출 또는 복구 작업은 제공하지 않습니다.","translated"
"receive.receiveAddress","Receive Address","수신 주소","translated"
"receive.receiveBalance","Receive Balance","수신 잔액","translated"
"receive.receiveQr","Receive QR","수신 QR","translated"
"receive.regular","Regular","일반","translated"
"receive.seeAllAddresses","See all addresses","모든 주소 보기","translated"
"receive.switch","Switch","전환","translated"
"receive.switchAddress","Switch address","주소 전환","translated"
"receive.syncing","Syncing…","동기화 중…","translated"
"receive.tapPubKey","Tap PubKey to reveal the private key view.","개인 키 보기를 표시하려면 PubKey를 탭하세요.","translated"
"receive.title","Receive","받기","translated"
"receive.toggleAddressType","Toggle receive address type","수신 주소 유형 전환","translated"
"receive.unavailable","Unavailable","사용할 수 없음","translated"
"reconfiguration.changingPath","Changing derivation path","파생 경로 변경 중","translated"
"reconfiguration.clearing","Clearing old wallet data","이전 지갑 데이터 삭제 중","translated"
"reconfiguration.clearingDetail","Removing the previous address, history, and UTXO records.","이전 주소, 기록 및 UTXO 레코드를 제거합니다.","translated"
"reconfiguration.deriving","Generating wallet addresses","지갑 주소 생성 중","translated"
"reconfiguration.derivingDetail","Creating the receive and change addresses for this wallet path.","이 지갑 경로의 수신 및 잔돈 주소를 생성합니다.","translated"
"reconfiguration.dismiss","Dismiss","닫기","translated"
"reconfiguration.failed","Wallet update failed","지갑 업데이트 실패","translated"
"reconfiguration.failedDetail","The wallet could not be reconfigured.","지갑을 다시 구성하지 못했습니다.","translated"
"reconfiguration.keepOpen","Please keep OPTN Wallet open. Navigation is temporarily disabled while wallet data is rebuilt.","OPTN Wallet을 열어 두세요. 지갑 데이터를 다시 구성하는 동안 탐색이 일시적으로 비활성화됩니다.","translated"
"reconfiguration.movingTo","Moving to {network}","{network}(으)로 이동 중","translated"
"reconfiguration.preparing","Preparing wallet","지갑 준비 중","translated"
"reconfiguration.preparingDetail","Stopping background sync and reconnecting to the selected network.","백그라운드 동기화를 중지하고 선택한 네트워크에 다시 연결합니다.","translated"
"reconfiguration.progress","Wallet update progress","지갑 업데이트 진행률","translated"
"reconfiguration.reloading","Reloading wallet","지갑 다시 로드 중","translated"
"reconfiguration.stepOf","Step {current} of {total}","{total}단계 중 {current}단계","translated"
"reconfiguration.switchingNetwork","Switching network","네트워크 전환 중","translated"
"reconfiguration.syncing","Synchronizing wallet","지갑 동기화 중","translated"
"reconfiguration.syncingDetail","Fetching balances, UTXOs, and transaction history. This can take 15–20 seconds.","잔액, UTXO 및 트랜잭션 기록을 가져옵니다. 15~20초가 걸릴 수 있습니다.","translated"
"reconfiguration.updating","Updating wallet","지갑 업데이트 중","translated"
"reconfiguration.working","Working…","처리 중…","translated"
"recovery.hide","Hide Backup Phrase","백업 문구 숨기기","translated"
"recovery.reveal","Reveal Backup Phrase","백업 문구 표시","translated"
"recovery.warning","Warning","경고","translated"
"recovery.warningDescription","Displaying your mnemonic backup phrase can compromise your funds. Ensure you keep it secure.","니모닉 백업 문구를 표시하면 자금이 위험해질 수 있습니다. 안전하게 보관하세요.","translated"
"rpa.confirmedPayment","confirmed stealth payment","확인된 스텔스 결제","translated"
"rpa.confirmedPayments","{count} confirmed stealth payment(s) found","확인된 스텔스 결제 {count}건 발견","translated"
"rpa.copyFailed","Copy failed.","복사하지 못했습니다.","translated"
"rpa.copySuccess","Paycode copied!","Paycode를 복사했습니다!","translated"
"rpa.derivationFailed","Paycode derivation failed. Unlock your wallet and try again.","Paycode 파생 실패. 지갑을 잠금 해제하고 다시 시도하세요.","translated"
"rpa.derivationPaths","Derivation paths","파생 경로","translated"
"rpa.deriving","Deriving paycode…","Paycode 파생 중…","translated"
"rpa.found","found","발견됨","translated"
"rpa.howWorks","How it works","작동 방식","translated"
"rpa.lastScanned","Last scanned","마지막 스캔","translated"
"rpa.noNotification","No notification tx.","알림 트랜잭션이 없습니다.","translated"
"rpa.noNotificationText","The sender grinds their signature nonce until the input hash prefix matches your scan key — detectability is embedded in the signature itself.","송금자는 입력 해시 접두사가 스캔 키와 일치할 때까지 서명 nonce를 변경합니다. 감지 가능성은 서명 자체에 포함됩니다.","translated"
"rpa.paycode","Paycode","Paycode","stable-term"
"rpa.prefixFilter","Prefix filter","접두사 필터","translated"
"rpa.scanDescription","Scans a Fulcrum-RPA server for transactions whose input signature prefix matches your scan key. Uses ECDH to verify each candidate and detect your stealth outputs.","입력 서명 접두사가 스캔 키와 일치하는 트랜잭션을 Fulcrum-RPA 서버에서 검색합니다. ECDH로 후보를 확인하고 스텔스 출력을 감지합니다.","translated"
"rpa.scanKey","Scan key","스캔 키","translated"
"rpa.scanning","Scanning…","스캔 중…","translated"
"rpa.serverUnsupported","This server does not support RPA scanning.","이 서버는 RPA 스캔을 지원하지 않습니다.","translated"
"rpa.shareDescription","Share this paycode with senders. Each payment creates a unique stealth address — no link between payments on-chain.","이 Paycode를 송금자와 공유하세요. 각 결제는 고유한 스텔스 주소를 만들며 체인에서 결제 간 연결이 없습니다.","translated"
"rpa.spendKey","Spend key","지출 키","translated"
"rpa.stealthBalance","Stealth BCH","스텔스 BCH","translated"
"rpa.sync","Sync","동기화","translated"
"rpa.title","RPA Paycode","RPA Paycode","stable-term"
"rpa.walletUnavailable","Wallet not available","지갑을 사용할 수 없음","translated"
"send.address","Address","주소","translated"
"send.advanced","Advanced","고급","translated"
"send.advancedBuilder","Open Advanced Builder","고급 빌더 열기","translated"
"send.airdrops","Airdrops","에어드롭","translated"
