"key","English (en)","French (fr)","Status"
"receive.back","Back","Retour","translated"
"receive.bip21Active","Request details are active and the QR is now encoding the BIP21 URI.","Les détails de la demande sont actifs et le QR encode maintenant l’URI BIP21.","translated"
"receive.bip21Description","Encode amount, label, and message into the QR payload.","Encodez le montant, le libellé et le message dans le payload QR.","translated"
"receive.bip21Help","When enabled, the QR and copied payload use a BIP21-style `bitcoincash:` URI so compatible wallets can autofill request details.","Lorsqu’elle est activée, le QR et le payload copié utilisent une URI de type BIP21 `bitcoincash:` afin que les portefeuilles compatibles remplissent automatiquement la demande.","translated"
"receive.bip21Title","BIP21 payment request","Demande de paiement BIP21","translated"
"receive.cashToken","CashToken","CashToken","stable-term"
"receive.change","Change","Monnaie","translated"
"receive.changeAddressCount","{count} change addresses","{count} adresses de monnaie","translated"
"receive.clear","Clear","Effacer","translated"
"receive.close","Close","Fermer","translated"
"receive.copied","Copied to clipboard!","Copié dans le presse-papiers !","translated"
"receive.copyBip21","Copy BIP21 URI","Copier l’URI BIP21","translated"
"receive.copyFailed","Failed to copy.","Échec de la copie.","translated"
"receive.copyQrPayload","Copy receive QR payload","Copier le payload QR de réception","translated"
"receive.dismiss","Dismiss","Fermer","translated"
"receive.dismissUnlockAlert","Dismiss unlock alert","Fermer l’alerte de déverrouillage","translated"
"receive.label","Label","Libellé","translated"
"receive.main","Main","Principale","translated"
"receive.mainAddressCount","{count} main addresses","{count} adresses principales","translated"
"receive.message","Message","Message","stable-term"
"receive.noAddressesLoaded","This wallet does not have receive addresses loaded yet.","Ce portefeuille n’a pas encore chargé d’adresses de réception.","translated"
"receive.noBranchAddresses","No addresses found in this branch yet.","Aucune adresse trouvée dans cette branche.","translated"
"receive.noVaultFunds","No Quantumroot vault funds detected yet.","Aucun fonds du coffre Quantumroot détecté pour le moment.","translated"
"receive.openQrPreview","Open larger QR code preview","Ouvrir un aperçu QR agrandi","translated"
"receive.optional","Optional","Facultatif","translated"
"receive.optionalExample","Optional, e.g. 0.0105","Facultatif, par ex. 0,0105","translated"
"receive.prepareAddresses","Prepare receive addresses","Préparer les adresses de réception","translated"
"receive.prepareAddressesDescription","Prepare addresses to show your receive QR and address list.","Préparez les adresses pour afficher le QR et la liste de réception.","translated"
"receive.privKeyReady","Private key view unlocked","Vue de la clé privée déverrouillée","translated"
"receive.privKeyUnlock","Private key unlock in {count} taps","Déverrouillage de la clé privée dans {count} touches","translated"
"receive.pubKeyTapProgress","PubKey pressed {count}/{total} times","PubKey pressée {count}/{total} fois","translated"
"receive.qrCopyDescription","Tap the QR to copy the current payload. Close to return.","Touchez le QR pour copier le payload actuel. Fermez pour revenir.","translated"
"receive.quantumLock","Quantum Lock","Quantum Lock","stable-term"
"receive.quantumLockAddress","Quantum Lock Address","Adresse Quantum Lock","translated"
"receive.quantumrootStatus","Quantumroot Status","État de Quantumroot","translated"
"receive.readOnlyStatus","This view is read-only. It shows vault status and key receive data, but no spending or recovery actions.","Cette vue est en lecture seule. Elle affiche l’état du coffre et les données de réception, sans action de dépense ou de récupération.","translated"
"receive.receiveAddress","Receive Address","Adresse de réception","translated"
"receive.receiveBalance","Receive Balance","Solde à recevoir","translated"
"receive.receiveQr","Receive QR","QR de réception","translated"
"receive.regular","Regular","Standard","translated"
"receive.seeAllAddresses","See all addresses","Voir toutes les adresses","translated"
"receive.switch","Switch","Changer","translated"
"receive.switchAddress","Switch address","Changer d’adresse","translated"
"receive.syncing","Syncing…","Synchronisation…","translated"
"receive.tapPubKey","Tap PubKey to reveal the private key view.","Touchez PubKey pour révéler la vue de la clé privée.","translated"
"receive.title","Receive","Recevoir","translated"
"receive.toggleAddressType","Toggle receive address type","Changer le type d’adresse de réception","translated"
"receive.unavailable","Unavailable","Indisponible","translated"
"reconfiguration.changingPath","Changing derivation path","Modification du chemin de dérivation","translated"
"reconfiguration.clearing","Clearing old wallet data","Effacement des anciennes données du portefeuille","translated"
"reconfiguration.clearingDetail","Removing the previous address, history, and UTXO records.","Suppression des anciennes adresses, de l’historique et des UTXO.","translated"
"reconfiguration.deriving","Generating wallet addresses","Génération des adresses du portefeuille","translated"
"reconfiguration.derivingDetail","Creating the receive and change addresses for this wallet path.","Création des adresses de réception et de monnaie pour ce chemin.","translated"
"reconfiguration.dismiss","Dismiss","Fermer","translated"
"reconfiguration.failed","Wallet update failed","Échec de la mise à jour du portefeuille","translated"
"reconfiguration.failedDetail","The wallet could not be reconfigured.","Impossible de reconfigurer le portefeuille.","translated"
"reconfiguration.keepOpen","Please keep OPTN Wallet open. Navigation is temporarily disabled while wallet data is rebuilt.","Gardez OPTN Wallet ouvert. La navigation est temporairement désactivée pendant la reconstruction des données.","translated"
"reconfiguration.movingTo","Moving to {network}","Migration vers {network}","translated"
"reconfiguration.preparing","Preparing wallet","Préparation du portefeuille","translated"
"reconfiguration.preparingDetail","Stopping background sync and reconnecting to the selected network.","Arrêt de la synchronisation en arrière-plan et reconnexion au réseau choisi.","translated"
"reconfiguration.progress","Wallet update progress","Progression de la mise à jour du portefeuille","translated"
"reconfiguration.reloading","Reloading wallet","Rechargement du portefeuille","translated"
"reconfiguration.stepOf","Step {current} of {total}","Étape {current} sur {total}","translated"
"reconfiguration.switchingNetwork","Switching network","Changement de réseau","translated"
"reconfiguration.syncing","Synchronizing wallet","Synchronisation du portefeuille","translated"
"reconfiguration.syncingDetail","Fetching balances, UTXOs, and transaction history. This can take 15–20 seconds.","Récupération des soldes, UTXO et de l’historique. Cela peut prendre 15 à 20 secondes.","translated"
"reconfiguration.updating","Updating wallet","Mise à jour du portefeuille","translated"
"reconfiguration.working","Working…","Traitement…","translated"
"recovery.hide","Hide Backup Phrase","Masquer la phrase de sauvegarde","translated"
"recovery.reveal","Reveal Backup Phrase","Révéler la phrase de sauvegarde","translated"
"recovery.warning","Warning","Avertissement","translated"
"recovery.warningDescription","Displaying your mnemonic backup phrase can compromise your funds. Ensure you keep it secure.","Afficher votre phrase mnémonique peut compromettre vos fonds. Conservez-la en lieu sûr.","translated"
"rpa.confirmedPayment","confirmed stealth payment","paiement furtif confirmé","translated"
"rpa.confirmedPayments","{count} confirmed stealth payment(s) found","{count} paiement(s) furtif(s) confirmé(s) trouvé(s)","translated"
"rpa.copyFailed","Copy failed.","Échec de la copie.","translated"
"rpa.copySuccess","Paycode copied!","Paycode copié !","translated"
"rpa.derivationFailed","Paycode derivation failed. Unlock your wallet and try again.","Échec de dérivation du Paycode. Déverrouillez le portefeuille et réessayez.","translated"
"rpa.derivationPaths","Derivation paths","Chemins de dérivation","translated"
"rpa.deriving","Deriving paycode…","Dérivation du Paycode…","translated"
"rpa.found","found","trouvé(s)","translated"
"rpa.howWorks","How it works","Fonctionnement","translated"
"rpa.lastScanned","Last scanned","Dernier scan","translated"
"rpa.noNotification","No notification tx.","Aucune transaction de notification.","translated"
"rpa.noNotificationText","The sender grinds their signature nonce until the input hash prefix matches your scan key — detectability is embedded in the signature itself.","L’expéditeur fait varier le nonce de signature jusqu’à ce que le préfixe du hachage d’entrée corresponde à votre clé de scan ; la détectabilité est intégrée à la signature.","translated"
"rpa.paycode","Paycode","Paycode","stable-term"
"rpa.prefixFilter","Prefix filter","Filtre de préfixe","translated"
"rpa.scanDescription","Scans a Fulcrum-RPA server for transactions whose input signature prefix matches your scan key. Uses ECDH to verify each candidate and detect your stealth outputs.","Scanne un serveur Fulcrum-RPA pour les transactions dont le préfixe de signature d’entrée correspond à votre clé de scan. Utilise ECDH pour vérifier chaque candidat et détecter vos sorties furtives.","translated"
"rpa.scanKey","Scan key","Clé de scan","translated"
"rpa.scanning","Scanning…","Scan…","translated"
"rpa.serverUnsupported","This server does not support RPA scanning.","Ce serveur ne prend pas en charge le scan RPA.","translated"
"rpa.shareDescription","Share this paycode with senders. Each payment creates a unique stealth address — no link between payments on-chain.","Partagez ce Paycode avec les expéditeurs. Chaque paiement crée une adresse furtive unique, sans lien entre les paiements sur la chaîne.","translated"
